Protein.IDs,flybase_gene,Entry,e02,e06,e12,e20,L1,L2,L3,L3c,p1,p2,p3,p4,p5,Ayf,Aym,Af,Am
FBtr0070099,Cyp4g1,Q9V3S0,3858947.8446812,3858947.8446812,3858947.8446812,60074473.9223399,944925000.000012,1438925000.00002,1546525000.00001,3197800000.00001,1291297499.99997,1524597500.00001,2086349999.99996,1995925000.00001,3832350000.00002,10497700000.0001,12708250000.0001,21635750000,72577500000.0003
FBtr0070100,pcl,Q9W5G3,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,41596519.2627815,30558314.2143611,14576430.65582,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0070107;FBtr0070108;FBtr0340207,CG3038,Q6W4I1,8525670.4203022,17850801.4386602,48274862.9271373,67120500,11796568.4621777,14238316.0972264,6549907.34525027,9077216.95864175,3858947.8446812,3858947.8446812,8837164.98433078,5084357.1922622,3858947.8446812,5815005.6842969,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0307292;FBtr0307294;FBtr0070109;FBtr0307295;FBtr0307293;FBtr0307291,Appl,M9NEM2,3858947.8446812,3858947.8446812,3858947.8446812,13788468.0586105,8810867.79902226,9081965.00571611,3858947.8446812,3858947.8446812,13555371.0141144,30016194.2355937,14732827.4946991,27243173.7866207,34138218.7054175,3858947.8446812,21735710.2208495,3858947.8446812,3858947.8446812
FBtr0070115,CG13369,O77425,173502500.000002,162527500,99597057.7701746,167769999.999999,256440000,216609999.999995,117031500.000003,275697499.999998,166005314.387403,155424736.961168,179687499.999997,175347500.000001,246567500,285200000.000006,268862499.999998,273307499.999999,358919999.999993
FBtr0070117;FBtr0070118;FBtr0070116,CG17829,E4NKJ0,23832485.3072415,55316250.000001,14849075.6677572,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0070119,l(1)1Bi,Q9W5E4,76068500.0000004,469645000.000005,1063035000.00001,1469032500,3373574999.99998,2237425000,2232225000,258274999.999998,34262444.6411952,29945147.8986242,20449425.0000001,52979658.1615955,11760841.8172373,89232249.9999979,77187250.0000003,104893250,8865960.8835108
FBtr0340081;FBtr0340082;FBtr0070120,su(s),X2JDA8,71873749.9999995,109943000.000001,110086750.000001,105335250,16896108.6086358,9566686.85070506,4526165.28851088,10450078.548371,3858947.8446812,3858947.8446812,3858947.8446812,9734354.95795092,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0343564;FBtr0070122;FBtr0308651,Roc1a,Q9W5E1,205504999.999999,207267500.000004,124990664.539725,155791825.845678,34470628.5492671,14417616.8734608,10397633.9060711,9809795.90025243,3858947.8446812,6833899.35847376,9630348.38944311,8308904.78143019,3858947.8446812,3858947.8446812,12551021.5671641,15047993.1961272,3858947.8446812
FBtr0345314;FBtr0100530;FBtr0070129;FBtr0070128;FBtr0070127;FBtr0070126;FBtr0070125;FBtr0070124;FBtr0070123;FBtr0074797;FBtr0074806,SkpA;SkpC;SkpE,O77430,973059999.999988,1000402500,931834999.999999,833817499.999995,520244999.999992,517047500.000002,379342499.999997,554927500.000001,1174999999.99999,1257749999.99999,1095807500,1051902500.00001,1335625000,977767499.999996,692315000.000001,1023130000.00002,597067500.000002
FBtr0340197;FBtr0340196;FBtr0302260;FBtr0302259;FBtr0070133;FBtr0070132;FBtr0070130;FBtr0070131;FBtr0340195,sdk,X2JDR3,76253500.0000007,300170000.000002,744267500.000016,1060367499.99999,134173499.999998,130037000.000001,30174986.9611707,32294000.0000004,14519832.8332338,54890999.9999992,174468750.000003,87294178.9625554,40859198.5407905,47889499.9999997,79956500,22646276.8788986,3858947.8446812
FBtr0070134;FBtr0343759,CG5254,Q9V3T2,3858947.8446812,3858947.8446812,13502805.7019799,88700749.9999998,1016372500,1170342500.00002,979855000.000006,1970325000,322692500,261337000,478159999.999992,444345835.413457,75242043.0038601,423394999.999994,339842500.000002,302880000.000005,823199999.999994
FBtr0335403;FBtr0070139,tw,Q9W5D4,7602806.81179177,8806745.95499532,3858947.8446812,9557936.48657282,11780399.1013103,10125327.8615013,6555678.40382726,3858947.8446812,3858947.8446812,3858947.8446812,9284712.29616043,24424710.8835105,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0343325;FBtr0070140,CG16989,Q9W5D3,169862499.999997,156370000.000003,171520000.000002,195379999.999999,158154999.999997,107179999.999999,141689999.999999,62378749.9999996,3858947.8446812,5115897.38457465,8487495.43532881,8398081.68971241,3858947.8446812,38027150.3455201,43727368.1550991,3846530.45192591,3858947.8446812
FBtr0070141;FBtr0310162,Sec22,A0A3Q7YTS9,567802499.999999,619790000.000003,814455000.000001,1009002500,868919999.999989,884667500.000011,876925000.000015,1033112500,367104999.999997,441830000.000002,588817499.999995,556002500.000006,449202500.000012,622347499.999993,778915000.00001,437327499.999997,702822499.999991
FBtr0070146,Rbf,Q24472,120479999.999998,144682500.000001,177297499.999998,192332499.999999,169067500.000003,135425749.999998,118362500,18321203.6122199,3858947.8446812,3858947.8446812,3858947.8446812,4341166.08128174,3858947.8446812,17774604.7694179,40255177.0652834,3858947.8446812,63375564.5578493
FBtr0070147,CG13360,O77436,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,23775772.8637516,25058305.5433582,3858947.8446812,3858947.8446812,3858947.8446812,5754895.53694667,3858947.8446812,5108326.98355114,10859396.6308169,3858947.8446812,3858947.8446812
FBtr0070148;REV__FBtr0070148;REV__FBtr0072606,RpL22,P50887,13323900000.0002,13053499999.9999,14838100000,19219999999.9996,11666099999.9999,9570825000.00009,8209775000.00007,7675900000.00007,27544500000.0003,19623000000.0002,21650250000.0001,18230499999.9999,24106750000.0002,1.4714e+10,12328849999.9998,7352075000.00003,5641075000.00003
FBtr0070150,CG13362,Q8SXG9,3858947.8446812,3858947.8446812,3858947.8446812,88103598.4372413,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,19667071.059156,8064230.13024468,14424308.4497743,5116348.07552276,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0345321;FBtr0070158;FBtr0070157;FBtr0070156;FBtr0070155,RpL36,P49630,1.2311e+10,10754799999.9998,12768499999.9999,13134999999.9999,17780750000.0001,16407499999.9999,16233999999.9999,12573750000.0001,6786124999.99991,7314325000.00002,7546550000.00003,6945525000,8526600000.00002,5387049999.99995,5595325000.00001,5745324999.99999,2721425000.00003
FBtr0070160,CG13365,Q9W5E7,18325787.6104427,32609218.9263031,27976263.0336362,64950999.9999998,34588750.0000007,41153600.6537254,24603077.5547697,12795519.0616054,3858947.8446812,3858947.8446812,3858947.8446812,5748946.4307778,3858947.8446812,61938987.3411347,49737361.7322301,21151772.4127372,3858947.8446812
FBtr0339434;FBtr0339431;FBtr0339432;FBtr0070161;FBtr0339433;FBtr0339430;FBtr0110791,CG13366,X2J9Z8,263627500.000001,134179999.999999,147262500.000001,120644750,14835595.0791547,9152787.04471466,3858947.8446812,34286395.9815606,59466509.2613109,48051710.4115862,4004551.03304838,31319545.6947519,13054059.6360774,3858947.8446812,3858947.8446812,13198629.9724251,3858947.8446812
FBtr0310165;FBtr0070164,CG11663,Q9W5C5,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,17708822.2013023
FBtr0070165,MED22,Q9V439,49667189.7349072,52991999.9999998,37293227.545345,11639309.4672874,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,17176231.3080628,9548726.71274791,11428703.5427131,6314211.95736431,3858947.8446812,3858947.8446812,6748747.69406637,18336755.7088884
FBtr0332589;FBtr0307182;FBtr0070169;FBtr0070168;FBtr0070167,TRAM,Q9W5C2,13260138.1755738,3858947.8446812,65226000.0000003,118810500.000002,66703010.9003135,143096814.250716,132247104.886917,78753311.1925838,6583449.36991327,3858947.8446812,5642668.75941444,97834210.8835121,3858947.8446812,15564384.7371216,35154872.7236883,14585664.4384764,10943484.8788888
FBtr0070173,CG3021,Q9W5B6,18022180.7905441,11302668.9025855,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,7829190.16893747,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0070175,CG14630,C1C5A2,3858947.8446812,3858947.8446812,5307883.13057468,17434518.9803946,131210000.000002,527630000.000003,739662500.000011,1135422500.00001,1220010000.00001,796277499.999999,930152500.000004,821107499.999992,495947500.000003,208372500.000002,178379999.999999,257252499.999999,254492499.999996
FBtr0070176;FBtr0302884;FBtr0336687;FBtr0305652;FBtr0305651,su(w[a]),P12297,40559767.0166777,39341780.8151209,55374473.9223404,15815488.1700757,33610012.6739387,17906793.1892021,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,11481297.7340324,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0070179,CG14629,B4F5T8,96716500.0000008,35565033.470853,259520000.000003,959204999.999989,833984999.999992,1058712500,1001380000,3526100000.00004,10352725000.0001,11686250000.0001,8162224999.99993,8124500000.00009,6621274999.99999,3512899999.99998,2003699999.99999,1025380000,1072330000.00002
FBtr0331340;FBtr0113327;FBtr0070181;FBtr0331339,CG3655,Q9V3U1,157425000.000001,248152500.000003,144716750.000001,72537236.9611702,56958115.4287509,20256286.7630119,16013904.6742697,7843268.8849482,26843130.8465076,43266702.347344,83964749.9999989,80447986.9611685,15149946.2221039,3835975.44611446,25086263.4268426,10852393.8517465,3858947.8446812
FBtr0070182,CDC45L,O96989,307557500,351289999.999997,210971499.999998,84967283.1169538,33726736.96117,10566862.6524251,15434991.7662199,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0342734;FBtr0070185,CG3690,Q9V3J5,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,5249872.35372686,6689116.91960502,49761301.9623433,13021727.0914282,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,17405509.6536654
FBtr0070186,CG3699,Q5BII6,12833210.8835112,3858947.8446812,191182750.000002,1159610000.00002,6818799999.99992,7511449999.9999,6697450000.00003,4795850000.00001,2739250000.00003,2216000000.00001,2599824999.99998,3465449999.99997,2839950000.00002,5002050000.00003,3805125000.00004,3414424999.99996,11538999999.9997
FBtr0070188,CG3704,Q9V3R3,556440000.000002,569995000.00001,584167499.999987,491750000.000009,419244999.999995,255254999.999998,327587499.999998,161997499.999999,195199999.999997,214837499.999997,186350000.000001,115718249.999998,143570000,49559393.0271203,20187741.4912345,196698500,10163577.449098
FBtr0070189,CG3706,Q9V3E0,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,37709399.9441209,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,7443737.21748377,3858947.8446812
FBtr0345513;FBtr0310611;FBtr0070197,CG11378,Q9V3I0,3858947.8446812,3858947.8446812,6317064.07902444,6293044.13534761,472555000.000004,909417500.000007,843715000.000007,1004212499.99999,2697900000.00003,1019717499.99998,598245000.000005,380314999.999997,402472499.999996,409292499.999994,234737500.000003,267644500,338235000.000002
FBtr0070200,CG14626,Q9W5B0,3858947.8446812,3858947.8446812,3858947.8446812,10602367.2496629,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,5238839.56395379,123334999.999999,10669187.456024,5931633.11082191,3858947.8446812,3858947.8446812
FBtr0345506;FBtr0070201,CG11380,Q9W5A9,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,5172521.23242305,3858947.8446812,464217500.000002,10464870.6210638,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0070202,CG14625,F9W317,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,9849107.39439245,17320725.7347977,1132264999.99998,37809431.1755165,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0070203,CG11381,Q9W5A7,27560806.9087067,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,1249987500.00002,3858947.8446812
FBtr0070204,CG14624,Q9W5A6,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,63953256.3456813,10434819.9498837,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0342728;FBtr0070205,CG11382,Q9V3C6,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,60937715.7993273,28886710.8835104,3858947.8446812,4897628.14046432,14830318.6017971,6481062.83526902,354709999.999997,98532986.9611684,3858947.8446812,3858947.8446812,4828706.49545394,3858947.8446812
FBtr0070207,fs(1)N,O76904,1216024999.99999,732479999.999987,845564999.999997,705912499.999997,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,573639999.999996,3858947.8446812
FBtr0310619;FBtr0070209,CG11412,M9PGL2,49727000.0000001,67288749.9999989,67601999.9999998,93059250,73243750,75640999.9999988,61087500.0000006,44489500.0000002,4777745.40924598,3858947.8446812,11656324.1537334,32857790.284361,3858947.8446812,48560888.5332742,50815747.1317596,5251857.00245381,3858947.8446812
FBtr0070212,CG11417,O46307,33572155.6314067,30177401.9529528,97655499.9999991,112662749.999999,86388249.9999987,81987037.9148036,67906486.9611696,24780064.8967176,3858947.8446812,15505968.5092227,3858947.8446812,3858947.8446812,15231498.7851767,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0070213,CG14770,Q9W5A2,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,142541710.883512,28937973.9223405,8348550000.00002,226102499.999999,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0339774;FBtr0070215;FBtr0339773;FBtr0339772,ssx,Q8IH14,72415249.9999996,242714999.999995,389620000.000003,374447500.000001,258834999.999998,147307500,83872249.9999993,118467499.999999,444594999.999997,489954999.999996,437422499.999999,201055705.628075,342770000.000001,189196499.999998,185775000,131332834.512666,81999900.3854855
FBtr0070218;FBtr0070217;FBtr0070216,AMPKalpha,O18645,124983499.999997,114208999.999999,123718749.999999,78627931.0304218,178022500.000001,160112500.000001,168040000.000001,126000000.000001,57352250,59774236.9611702,97831250,81530980.547122,58308101.1885417,147602499.999998,172890000.000004,112655249.999998,114510000.000001
FBtr0070225;FBtr0332291;FBtr0332292,CG11448,O76878,7736792.43531796,3858947.8446812,6891751.3837459,19111380.1014102,20670322.3234391,12971873.1190803,16016554.3655272,39007994.2003429,14165028.1021708,7799389.16241446,8572053.6887158,8270632.58916316,20301196.982585,17941261.5428544,14620832.9154248,17351361.8121266,10412749.3923651
FBtr0070230,CG14786,D8FT09,790112499.999996,820077499.99999,785222500.000009,897465000.000003,1621575000,1447875000.00002,1386499999.99999,311242499.999999,96787250.0000014,111721999.999999,144050499.999999,180825000.000002,124904736.961169,613997500.000007,697684999.999992,325472500.000001,325137499.999999
FBtr0070233,CG3719,O76877,308962500,269217499.999993,278675000.000002,365297499.999995,42999144.5667323,14204770.8365477,42966912.7935364,202217500.000002,100046278.359049,102753249.999999,83282387.2585578,88997236.9611705,130631708.151395,237549999.999999,224540000.000001,300127499.999999,279112500.000001
FBtr0070234,png,O46308,229673249.999999,45151661.7388068,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,14077698.1937559,3858947.8446812
FBtr0332287;FBtr0342738;FBtr0070235,CG12773,M9PDG9,14210016.6457962,11314097.8009097,14902581.413313,34491841.1286497,14928352.8472868,14708919.609578,15108210.8835106,9209552.53152701,3858947.8446812,3858947.8446812,3858947.8446812,5737541.14036544,6133155.26013539,3858947.8446812,19214477.3560071,3858947.8446812,3858947.8446812
FBtr0332288;FBtr0070236;FBtr0070237,CG11418,O46102,177832500.000001,172917500.000001,187017500,178895000,253472499.999997,206577500.000001,224030000.000003,60149717.6274164,3858947.8446812,5844861.45511384,7252434.67816699,9425441.29667788,3858947.8446812,144483996.148459,110804107.40935,44948661.9191061,7965961.54409548
FBtr0342730;FBtr0070238,CG11409,O46099,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,5164811.53828931,9572002.67473326,261586329.130646,16881426.8880017,4920668.48906661,5354729.03939074,3858947.8446812,3858947.8446812
FBtr0070241;FBtr0342731;FBtr0310283;FBtr0310282;FBtr0070239;FBtr0303264,DAAM,Q7YZA4,34689500.0000002,57177250.0000013,42840200.8660735,45978370.9151752,34777759.9638555,31300481.2572334,11159336.8778616,11500489.2933751,3858947.8446812,16941455.4379621,12909191.2811169,11726516.7511547,11509392.8436155,3858947.8446812,5811680.1737729,3858947.8446812,3858947.8446812
FBtr0070245,CG11403,Q9XZS9,60921000.0000004,52815249.9999996,26343052.2805932,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,7889871.32470187,3858947.8446812
FBtr0070251,CG11384,Q9V3E4,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,28211123.6067366,32373372.6435765,36648249.9999996,8005496.92007064,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0345508;FBtr0339577;FBtr0339576;FBtr0300352;FBtr0070253,CG14777,Q9W588,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,31231893.3050054,25396999.2070742,20230833.858513,6455057.49291981,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,8866185.61472362,10592315.0901724,6855991.73375657
FBtr0070256;FBtr0070255;FBtr0100198,pck,O76899,17241633.2696637,3858947.8446812,18161596.8196389,13284504.2088527,22096179.8251248,10386699.009712,11733460.8835109,6051066.70755961,3858947.8446812,3858947.8446812,5730260.50816136,10319567.3279973,3858947.8446812,14070378.3898281,49549390.9974465,3858947.8446812,3858947.8446812
FBtr0070258;FBtr0339588,mei-38,Q9W584,109871758.831862,92956000,179994999.999998,42013393.2933855,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,10479182.5598252,9164199.95099072,6151090.4114252,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,13839475.8038121,3858947.8446812
FBtr0339589;FBtr0070259,rush,O76902,24117916.6266533,37617473.922341,82636674.7796065,100963499.999999,106505250.000001,110131750.000001,126604250,106236000.000001,5131859.69540993,15079802.2656463,24241460.8835111,30514210.8835109,71794352.3006319,152740000.000002,151124864.697179,123671499.999999,128880000.000002
FBtr0339591;FBtr0339590;FBtr0070260,inc,Q9W579,172090000,77990119.4818979,189614999.999999,168519999.999997,29456906.3086336,18046870.2865175,15830652.1402037,38270854.6936912,30593609.1088557,74288000.0000003,44266723.9746802,21485591.5699567,23100820.2627723,22192056.2105111,4373687.51319922,7898138.01462937,3858947.8446812
FBtr0332293;FBtr0300428;FBtr0300427;FBtr0070263;FBtr0070261;FBtr0330406,br,Q24206,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,20728355.4426804,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0070269,dor,B5RJG2,65806499.9999993,83520249.9999988,99063000.0000016,88372250.0000015,72938749.9999987,41938250.0000003,54806986.9611714,37588560.2991945,3858947.8446812,3858947.8446812,5000757.77124115,43564210.8835114,3858947.8446812,26273559.4177558,49713668.3466662,15149513.3448508,20511210.883511
FBtr0333115;FBtr0070270,hfw,Q9W568,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,15632126.3017896,38494415.6282806,62538801.013873,55901986.9611705,10551210.8835107,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0070272,b6,Q9V3N9,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,119490000,381652499.999998,47189116.6718726,125090999.999998,3858947.8446812,3858947.8446812
FBtr0343517;FBtr0070284;FBtr0303587,Mur2B,D8FT21,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,34970572.9490889,33974210.8835117,46194210.8835098,3858947.8446812,3858947.8446812,3858947.8446812,3946435.93268622,3858947.8446812,3858947.8446812,3858947.8446812,9691108.46026227,734625000.000007,3858947.8446812
FBtr0339594;FBtr0339593;FBtr0070290;FBtr0070289,sta,P38979,40913749999.9992,31850749999.9998,33697500000,35852499999.9995,46006249999.9995,46208750000.0004,39534499999.9993,25997749999.9994,30285000000.0007,28721750000.0004,30443500000.0001,32209500000,31263500000.0004,20126999999.9999,17950249999.9998,19123750000,9083524999.99997
FBtr0070296,O-fut2,Q9W589,37498580.914953,17021637.9404968,7519765.91194875,11045891.8689035,9156038.16141166,13870560.8245663,18465914.929389,18580718.8995456,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,8828500.44741645,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0339578;FBtr0070297,Ns3,Q9W590,505792500.000002,409319999.999996,440782500.000001,497377499.999994,893002500.000001,620955000.000014,661762499.999996,258137500.000002,353469999.999996,287815000.000004,218255000,210719750,93176492.2620807,86048250.0000005,24500014.3888678,306772499.999998,3858947.8446812
FBtr0070298,CG14787,Q9W591,3858947.8446812,3858947.8446812,3858947.8446812,6233055.72795888,88554077.5423022,85356250.0000008,73173782.6022643,103042750,3858947.8446812,16877973.9223409,113770749.999999,521230000.000009,59354065.216057,394777500.000002,628285000.000007,3858947.8446812,3858947.8446812
FBtr0305499;FBtr0070300;FBtr0309961;FBtr0070299;FBtr0305498;FBtr0307895;FBtr0339272;FBtr0100557;FBtr0309965;FBtr0339274;FBtr0339273;FBtr0309962;FBtr0309963;FBtr0305497,Adar,Q9NII1,3858947.8446812,3858947.8446812,17656744.5031196,15439522.0660832,10703761.3622345,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,22897946.3353992,30947025.8161636,3858947.8446812,3858947.8446812
FBtr0070308;FBtr0114454,MED18,Q9XZT1,182015000.000001,211252500.000002,273175000.000002,268042500.000006,110449000.000002,53223222.33821,8793694.73682032,52373445.4257467,3858947.8446812,3858947.8446812,24367073.537109,31707447.8083141,12749994.2424083,11727878.7843719,19263155.1661437,19865882.4058692,3858947.8446812
FBtr0339600;FBtr0070310,CG14803,X2JA69,41566749.9999998,48266500.0000008,35655750.0000003,8267306.717336,12628163.3401765,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0070311,Vps26,Q9W552,169697500.000001,363757500.000002,298900000.000005,378572500,171883000.000001,141827500.000001,104297250,129971999.999999,6229086.79981539,12020269.4599195,72133950.1640554,93312911.0073829,38173223.9223401,151435500,247342500.000002,98072000.0000012,196159999.999999
FBtr0070312,CG14805,Q9W550,73000249.9999997,124272500.000002,164627499.999999,247000000.000001,335977500.000001,276514999.999997,256139999.999999,99337750.000001,24655984.4188729,51519585.7457881,57505750.0000005,18170161.1609074,12936195.8008826,68202749.9999998,53735708.9452338,62142750.0000008,7396090.6310525
FBtr0331384;FBtr0070313,CG14806,Q9W549,10901948.2335133,14050547.6472131,9205268.49208208,3858947.8446812,63347249.9999995,39462624.8470381,25403709.6817339,16271749.2607061,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,16355218.7932538,71699499.9999999,46718990.4421104,3858947.8446812,3858947.8446812
FBtr0332579;FBtr0070314,mRpL16,Q9W547,687340000.000009,915100000,775994999.999999,932867499.999992,892827500.000007,900622499.999996,958057499.999992,111969749.999998,71083486.9611693,18251362.3426944,23829681.5634104,64731524.6901321,109849544.121225,598502499.999998,717639999.99999,212964999.999999,80574032.7094283
FBtr0070315,mip130,Q9W542,42151749.9999995,75009000,194794999.999996,182299999.999999,98738500.0000015,65865249.9999997,78705249.9999991,47758806.7049847,26415616.021083,34174986.9611706,44760790.3132397,12817071.5636071,24829650.6241586,72431749.9999994,55953003.1026507,13136326.1249551,3858947.8446812
FBtr0344155;FBtr0070316,Rbcn-3B,Q9W543,233834999.999998,253712500.000005,277567500,298990000.000004,560552499.999999,518019999.999997,410462499.999998,461949999.999999,62293819.1610647,66125736.9611712,53429473.9223413,70367083.8345897,27623656.3955067,419387499.999998,491780000.000002,412345000.000005,595544999.999999
FBtr0332586;FBtr0070317,Ocrl,O46094,35299302.0634654,41885749.2835201,57130749.9999993,65456750.0000002,62749000.0000001,65226499.9999997,37084596.3312401,7657809.78676465,22371633.7365919,5877894.43443175,13362364.9754291,3854808.47811914,6658697.80544773,9673656.33535002,56195250.0000012,6113274.7283357,4854689.3347635
FBtr0070319;FBtr0070318;FBtr0332588;FBtr0332587;FBtr0070320,CG11596,Q9I7X6,812447500.000006,540169999.999999,314277499.999998,223457500.000006,55764750.0000004,28204865.3723111,25389074.2110702,38704539.6291088,20327147.7716316,8169229.44976388,16171210.5137121,10295460.883511,17446995.3137988,28566776.3193421,13521472.1711166,63650750.0000003,3858947.8446812
FBtr0070321,CG3587,O46079,35776347.7770509,66110750.0000002,78098000.0000007,81603750.0000012,54207768.4985883,45396706.1250713,26842031.9384167,6567315.57489666,30648620.2304314,65795999.9999999,67851750.0000005,84402500,9635794.18913479,45414783.5774063,22954315.3025388,6590271.45582878,10077629.4437611
FBtr0070328,CG4194,Q9W528,3858947.8446812,10144005.8786554,203180000.000002,265325000,3858947.8446812,3858947.8446812,3858947.8446812,5659567.58435011,3858947.8446812,3858947.8446812,12551844.0235456,12924359.1961216,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0344156;FBtr0070330,CG4061,O77264,11303987.5819129,13080707.4736087,20606418.4862014,10242909.3088186,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
